area,floorRange,propertyType,district,typeOfArea,tenure,street,project,marketSegment,property_key
176.0,16-20,Apartment,22,Strata,99 yrs lease commencing from 2006,JURONG WEST CENTRAL 3,THE CENTRIS,OCR,p-4caacc1b1
146.0,01-05,Apartment,22,Strata,99 yrs lease commencing from 2006,JURONG WEST CENTRAL 3,THE CENTRIS,OCR,p-e3ab75069
104.0,11-15,Apartment,22,Strata,99 yrs lease commencing from 2006,JURONG WEST CENTRAL 3,THE CENTRIS,OCR,p-fcacf2c78
195.0,01-05,Apartment,22,Strata,99 yrs lease commencing from 2006,JURONG WEST CENTRAL 3,THE CENTRIS,OCR,p-8dcca0975
89.0,11-15,Apartment,22,Strata,99 yrs lease commencing from 2006,JURONG WEST CENTRAL 3,THE CENTRIS,OCR,p-e859a3676
160.0,01-05,Apartment,22,Strata,99 yrs lease commencing from 2006,JURONG WEST CENTRAL 3,THE CENTRIS,OCR,p-e77123880
162.0,16-20,Apartment,22,Strata,99 yrs lease commencing from 2006,JURONG WEST CENTRAL 3,THE CENTRIS,OCR,p-212c56f40
121.0,01-05,Apartment,22,Strata,99 yrs lease commencing from 2006,JURONG WEST CENTRAL 3,THE CENTRIS,OCR,p-7eb313076
114.0,06-10,Apartment,22,Strata,99 yrs lease commencing from 2006,JURONG WEST CENTRAL 3,THE CENTRIS,OCR,p-a3e6c467d
172.0,16-20,Apartment,22,Strata,99 yrs lease commencing from 2006,JURONG WEST CENTRAL 3,THE CENTRIS,OCR,p-5623a9047
175.0,01-05,Apartment,22,Strata,99 yrs lease commencing from 2006,JURONG WEST CENTRAL 3,THE CENTRIS,OCR,p-fbf9118eb
68.0,06-10,Executive Condominium,23,Strata,99 yrs lease commencing from 2014,CHOA CHU KANG GROVE,SOL ACRES,OCR,p-7bd021948
68.0,01-05,Executive Condominium,23,Strata,99 yrs lease commencing from 2014,CHOA CHU KANG GROVE,SOL ACRES,OCR,p-6d748baa0
46.0,16-20,Executive Condominium,23,Strata,99 yrs lease commencing from 2014,CHOA CHU KANG GROVE,SOL ACRES,OCR,p-d0a89f017
102.0,16-20,Executive Condominium,23,Strata,99 yrs lease commencing from 2014,CHOA CHU KANG GROVE,SOL ACRES,OCR,p-e1d36af2a
57.0,21-25,Executive Condominium,23,Strata,99 yrs lease commencing from 2014,CHOA CHU KANG GROVE,SOL ACRES,OCR,p-d80b0eab9
86.0,16-20,Executive Condominium,23,Strata,99 yrs lease commencing from 2014,CHOA CHU KANG GROVE,SOL ACRES,OCR,p-54e654170
57.0,06-10,Executive Condominium,23,Strata,99 yrs lease commencing from 2014,CHOA CHU KANG GROVE,SOL ACRES,OCR,p-ac7904131
46.0,21-25,Executive Condominium,23,Strata,99 yrs lease commencing from 2014,CHOA CHU KANG GROVE,SOL ACRES,OCR,p-9afc2bd89
53.0,11-15,Executive Condominium,23,Strata,99 yrs lease commencing from 2014,CHOA CHU KANG GROVE,SOL ACRES,OCR,p-0b60e7fe0
97.0,21-25,Executive Condominium,23,Strata,99 yrs lease commencing from 2014,CHOA CHU KANG GROVE,SOL ACRES,OCR,p-426db0350
68.0,21-25,Executive Condominium,23,Strata,99 yrs lease commencing from 2014,CHOA CHU KANG GROVE,SOL ACRES,OCR,p-f6b0212cb
86.0,11-15,Executive Condominium,23,Strata,99 yrs lease commencing from 2014,CHOA CHU KANG GROVE,SOL ACRES,OCR,p-9a1db8b02
53.0,16-20,Executive Condominium,23,Strata,99 yrs lease commencing from 2014,CHOA CHU KANG GROVE,SOL ACRES,OCR,p-e7f35f67e
66.0,06-10,Executive Condominium,23,Strata,99 yrs lease commencing from 2014,CHOA CHU KANG GROVE,SOL ACRES,OCR,p-f93c9ef3b
46.0,11-15,Executive Condominium,23,Strata,99 yrs lease commencing from 2014,CHOA CHU KANG GROVE,SOL ACRES,OCR,p-442da0820
81.0,06-10,Executive Condominium,23,Strata,99 yrs lease commencing from 2014,CHOA CHU KANG GROVE,SOL ACRES,OCR,p-5e9c16ee1
79.0,21-25,Executive Condominium,23,Strata,99 yrs lease commencing from 2014,CHOA CHU KANG GROVE,SOL ACRES,OCR,p-42a20395f
53.0,21-25,Executive Condominium,23,Strata,99 yrs lease commencing from 2014,CHOA CHU KANG GROVE,SOL ACRES,OCR,p-1755f2e27
46.0,06-10,Executive Condominium,23,Strata,99 yrs lease commencing from 2014,CHOA CHU KANG GROVE,SOL ACRES,OCR,p-c83340cd5
81.0,11-15,Executive Condominium,23,Strata,99 yrs lease commencing from 2014,CHOA CHU KANG GROVE,SOL ACRES,OCR,p-0b2785cf3
110.0,01-05,Executive Condominium,23,Strata,99 yrs lease commencing from 2014,CHOA CHU KANG GROVE,SOL ACRES,OCR,p-25526e72c
57.0,16-20,Executive Condominium,23,Strata,99 yrs lease commencing from 2014,CHOA CHU KANG GROVE,SOL ACRES,OCR,p-4e8547ed8
46.0,01-05,Executive Condominium,23,Strata,99 yrs lease commencing from 2014,CHOA CHU KANG GROVE,SOL ACRES,OCR,p-3488b63c1
66.0,11-15,Executive Condominium,23,Strata,99 yrs lease commencing from 2014,CHOA CHU KANG GROVE,SOL ACRES,OCR,p-938877748
74.0,01-05,Executive Condominium,23,Strata,99 yrs lease commencing from 2014,CHOA CHU KANG GROVE,SOL ACRES,OCR,p-04ae6aa01
81.0,21-25,Executive Condominium,23,Strata,99 yrs lease commencing from 2014,CHOA CHU KANG GROVE,SOL ACRES,OCR,p-e11d1bb5b
68.0,16-20,Executive Condominium,23,Strata,99 yrs lease commencing from 2014,CHOA CHU KANG GROVE,SOL ACRES,OCR,p-d4c9449ce
59.0,01-05,Executive Condominium,23,Strata,99 yrs lease commencing from 2014,CHOA CHU KANG GROVE,SOL ACRES,OCR,p-ddc8f2e20
66.0,16-20,Executive Condominium,23,Strata,99 yrs lease commencing from 2014,CHOA CHU KANG GROVE,SOL ACRES,OCR,p-9a4b5ebcc
79.0,06-10,Executive Condominium,23,Strata,99 yrs lease commencing from 2014,CHOA CHU KANG GROVE,SOL ACRES,OCR,p-145dbfc6b
53.0,06-10,Executive Condominium,23,Strata,99 yrs lease commencing from 2014,CHOA CHU KANG GROVE,SOL ACRES,OCR,p-1c97064ab
79.0,01-05,Executive Condominium,23,Strata,99 yrs lease commencing from 2014,CHOA CHU KANG GROVE,SOL ACRES,OCR,p-42948f8d5
81.0,16-20,Executive Condominium,23,Strata,99 yrs lease commencing from 2014,CHOA CHU KANG GROVE,SOL ACRES,OCR,p-2e3e71f2d
86.0,06-10,Executive Condominium,23,Strata,99 yrs lease commencing from 2014,CHOA CHU KANG GROVE,SOL ACRES,OCR,p-eaf0999ba
79.0,16-20,Executive Condominium,23,Strata,99 yrs lease commencing from 2014,CHOA CHU KANG GROVE,SOL ACRES,OCR,p-cf8ff83e7
81.0,01-05,Executive Condominium,23,Strata,99 yrs lease commencing from 2014,CHOA CHU KANG GROVE,SOL ACRES,OCR,p-e2fc16673
53.0,01-05,Executive Condominium,23,Strata,99 yrs lease commencing from 2014,CHOA CHU KANG GROVE,SOL ACRES,OCR,p-a2998794e
56.0,16-20,Condominium,22,Strata,99 yrs lease commencing from 2012,GATEWAY DRIVE,J GATEWAY,OCR,p-ed38f0294
46.0,06-10,Condominium,22,Strata,99 yrs lease commencing from 2012,GATEWAY DRIVE,J GATEWAY,OCR,p-9fc293ee5
44.0,26-30,Condominium,22,Strata,99 yrs lease commencing from 2012,GATEWAY DRIVE,J GATEWAY,OCR,p-37c16612d
65.0,26-30,Condominium,22,Strata,99 yrs lease commencing from 2012,GATEWAY DRIVE,J GATEWAY,OCR,p-abff91680
64.0,16-20,Condominium,22,Strata,99 yrs lease commencing from 2012,GATEWAY DRIVE,J GATEWAY,OCR,p-7f8a4e8be
48.0,16-20,Condominium,22,Strata,99 yrs lease commencing from 2012,GATEWAY DRIVE,J GATEWAY,OCR,p-cd1136530
63.0,06-10,Condominium,22,Strata,99 yrs lease commencing from 2012,GATEWAY DRIVE,J GATEWAY,OCR,p-f5568c468
44.0,11-15,Condominium,22,Strata,99 yrs lease commencing from 2012,GATEWAY DRIVE,J GATEWAY,OCR,p-81cf1e289
46.0,21-25,Condominium,22,Strata,99 yrs lease commencing from 2012,GATEWAY DRIVE,J GATEWAY,OCR,p-9e3431d21
64.0,26-30,Condominium,22,Strata,99 yrs lease commencing from 2012,GATEWAY DRIVE,J GATEWAY,OCR,p-430d6b836
63.0,26-30,Condominium,22,Strata,99 yrs lease commencing from 2012,GATEWAY DRIVE,J GATEWAY,OCR,p-7e0ad0937
83.0,36-40,Condominium,22,Strata,99 yrs lease commencing from 2012,GATEWAY DRIVE,J GATEWAY,OCR,p-d6b741069
65.0,31-35,Condominium,22,Strata,99 yrs lease commencing from 2012,GATEWAY DRIVE,J GATEWAY,OCR,p-b98a53304
44.0,06-10,Condominium,22,Strata,99 yrs lease commencing from 2012,GATEWAY DRIVE,J GATEWAY,OCR,p-efae6bcde
44.0,21-25,Condominium,22,Strata,99 yrs lease commencing from 2012,GATEWAY DRIVE,J GATEWAY,OCR,p-1021dd354
83.0,16-20,Condominium,22,Strata,99 yrs lease commencing from 2012,GATEWAY DRIVE,J GATEWAY,OCR,p-5b8d6e466
63.0,01-05,Condominium,22,Strata,99 yrs lease commencing from 2012,GATEWAY DRIVE,J GATEWAY,OCR,p-f5bffcda4
88.0,21-25,Condominium,22,Strata,99 yrs lease commencing from 2012,GATEWAY DRIVE,J GATEWAY,OCR,p-6f0647ec1
46.0,31-35,Condominium,22,Strata,99 yrs lease commencing from 2012,GATEWAY DRIVE,J GATEWAY,OCR,p-9dcf05c9b
100.0,36-40,Condominium,22,Strata,99 yrs lease commencing from 2012,GATEWAY DRIVE,J GATEWAY,OCR,p-6c1edbb1f
112.0,16-20,Condominium,22,Strata,99 yrs lease commencing from 2012,GATEWAY DRIVE,J GATEWAY,OCR,p-2a7bd8a15
83.0,11-15,Condominium,22,Strata,99 yrs lease commencing from 2012,GATEWAY DRIVE,J GATEWAY,OCR,p-cef861602
47.0,11-15,Condominium,22,Strata,99 yrs lease commencing from 2012,GATEWAY DRIVE,J GATEWAY,OCR,p-32db6368b
49.0,16-20,Condominium,22,Strata,99 yrs lease commencing from 2012,GATEWAY DRIVE,J GATEWAY,OCR,p-752f6cef9
83.0,06-10,Condominium,22,Strata,99 yrs lease commencing from 2012,GATEWAY DRIVE,J GATEWAY,OCR,p-6340c12da
46.0,11-15,Condominium,22,Strata,99 yrs lease commencing from 2012,GATEWAY DRIVE,J GATEWAY,OCR,p-03c0d55aa
83.0,26-30,Condominium,22,Strata,99 yrs lease commencing from 2012,GATEWAY DRIVE,J GATEWAY,OCR,p-a47f64ab7
88.0,06-10,Condominium,22,Strata,99 yrs lease commencing from 2012,GATEWAY DRIVE,J GATEWAY,OCR,p-39caf5e84
69.0,16-20,Condominium,22,Strata,99 yrs lease commencing from 2012,GATEWAY DRIVE,J GATEWAY,OCR,p-fbb026ef3
88.0,01-05,Condominium,22,Strata,99 yrs lease commencing from 2012,GATEWAY DRIVE,J GATEWAY,OCR,p-935c4d379
112.0,26-30,Condominium,22,Strata,99 yrs lease commencing from 2012,GATEWAY DRIVE,J GATEWAY,OCR,p-a2acc8e92
44.0,16-20,Condominium,22,Strata,99 yrs lease commencing from 2012,GATEWAY DRIVE,J GATEWAY,OCR,p-1331633e0
69.0,01-05,Condominium,22,Strata,99 yrs lease commencing from 2012,GATEWAY DRIVE,J GATEWAY,OCR,p-c358a3af5
83.0,21-25,Condominium,22,Strata,99 yrs lease commencing from 2012,GATEWAY DRIVE,J GATEWAY,OCR,p-28007a5bc
49.0,06-10,Condominium,22,Strata,99 yrs lease commencing from 2012,GATEWAY DRIVE,J GATEWAY,OCR,p-c394ff728
47.0,06-10,Condominium,22,Strata,99 yrs lease commencing from 2012,GATEWAY DRIVE,J GATEWAY,OCR,p-5fb7f41c8
108.0,26-30,Condominium,22,Strata,99 yrs lease commencing from 2012,GATEWAY DRIVE,J GATEWAY,OCR,p-bddcc0054
46.0,16-20,Condominium,22,Strata,99 yrs lease commencing from 2012,GATEWAY DRIVE,J GATEWAY,OCR,p-00f41392c
44.0,01-05,Condominium,22,Strata,99 yrs lease commencing from 2012,GATEWAY DRIVE,J GATEWAY,OCR,p-0ba41c2f8
54.0,01-05,Condominium,22,Strata,99 yrs lease commencing from 2012,GATEWAY DRIVE,J GATEWAY,OCR,p-26a42eb0b
88.0,11-15,Condominium,22,Strata,99 yrs lease commencing from 2012,GATEWAY DRIVE,J GATEWAY,OCR,p-251c163c0
63.0,16-20,Condominium,22,Strata,99 yrs lease commencing from 2012,GATEWAY DRIVE,J GATEWAY,OCR,p-6f39d153d
56.0,06-10,Condominium,22,Strata,99 yrs lease commencing from 2012,GATEWAY DRIVE,J GATEWAY,OCR,p-cf820384a
88.0,16-20,Condominium,22,Strata,99 yrs lease commencing from 2012,GATEWAY DRIVE,J GATEWAY,OCR,p-1d37405b3
63.0,11-15,Condominium,22,Strata,99 yrs lease commencing from 2012,GATEWAY DRIVE,J GATEWAY,OCR,p-218b2182d
83.0,31-35,Condominium,22,Strata,99 yrs lease commencing from 2012,GATEWAY DRIVE,J GATEWAY,OCR,p-acb188c70
48.0,11-15,Condominium,22,Strata,99 yrs lease commencing from 2012,GATEWAY DRIVE,J GATEWAY,OCR,p-1bff4cbb9
49.0,31-35,Condominium,22,Strata,99 yrs lease commencing from 2012,GATEWAY DRIVE,J GATEWAY,OCR,p-29395a92c
47.0,21-25,Condominium,22,Strata,99 yrs lease commencing from 2012,GATEWAY DRIVE,J GATEWAY,OCR,p-3b344be85
44.0,31-35,Condominium,22,Strata,99 yrs lease commencing from 2012,GATEWAY DRIVE,J GATEWAY,OCR,p-1b45a7a9f
112.0,31-35,Condominium,22,Strata,99 yrs lease commencing from 2012,GATEWAY DRIVE,J GATEWAY,OCR,p-d3719a124
64.0,06-10,Condominium,22,Strata,99 yrs lease commencing from 2012,GATEWAY DRIVE,J GATEWAY,OCR,p-1459cd1ef
47.0,16-20,Condominium,22,Strata,99 yrs lease commencing from 2012,GATEWAY DRIVE,J GATEWAY,OCR,p-996cb5cad
90.0,21-25,Condominium,22,Strata,99 yrs lease commencing from 2012,GATEWAY DRIVE,J GATEWAY,OCR,p-ad0b7f1aa
108.0,31-35,Condominium,22,Strata,99 yrs lease commencing from 2012,GATEWAY DRIVE,J GATEWAY,OCR,p-f191401b5
58.0,01-05,Condominium,22,Strata,99 yrs lease commencing from 2012,GATEWAY DRIVE,J GATEWAY,OCR,p-514a6a3d6
63.0,31-35,Condominium,22,Strata,99 yrs lease commencing from 2012,GATEWAY DRIVE,J GATEWAY,OCR,p-897c333a9
56.0,11-15,Condominium,22,Strata,99 yrs lease commencing from 2012,GATEWAY DRIVE,J GATEWAY,OCR,p-23b7b592b
49.0,01-05,Condominium,22,Strata,99 yrs lease commencing from 2012,GATEWAY DRIVE,J GATEWAY,OCR,p-df7642b20
88.0,26-30,Condominium,22,Strata,99 yrs lease commencing from 2012,GATEWAY DRIVE,J GATEWAY,OCR,p-2ad387404
90.0,01-05,Condominium,22,Strata,99 yrs lease commencing from 2012,GATEWAY DRIVE,J GATEWAY,OCR,p-6ddbf0fb3
69.0,11-15,Condominium,22,Strata,99 yrs lease commencing from 2012,GATEWAY DRIVE,J GATEWAY,OCR,p-7e2df2aab
63.0,21-25,Condominium,22,Strata,99 yrs lease commencing from 2012,GATEWAY DRIVE,J GATEWAY,OCR,p-760ec6c80
112.0,01-05,Condominium,22,Strata,99 yrs lease commencing from 2012,GATEWAY DRIVE,J GATEWAY,OCR,p-d49cd414b
90.0,06-10,Condominium,22,Strata,99 yrs lease commencing from 2012,GATEWAY DRIVE,J GATEWAY,OCR,p-d68c6f3b8
83.0,01-05,Condominium,22,Strata,99 yrs lease commencing from 2012,GATEWAY DRIVE,J GATEWAY,OCR,p-18852a15b
46.0,01-05,Condominium,22,Strata,99 yrs lease commencing from 2012,GATEWAY DRIVE,J GATEWAY,OCR,p-3fc1cfb4c
87.0,11-15,Condominium,25,Strata,99 yrs lease commencing from 2001,ROSEWOOD DRIVE,CASABLANCA,OCR,p-f0f85984e
105.0,01-05,Condominium,25,Strata,99 yrs lease commencing from 2001,ROSEWOOD DRIVE,CASABLANCA,OCR,p-e7543c8b0
104.0,06-10,Condominium,25,Strata,99 yrs lease commencing from 2001,ROSEWOOD DRIVE,CASABLANCA,OCR,p-06fac9ad6
110.0,06-10,Condominium,25,Strata,99 yrs lease commencing from 2001,ROSEWOOD DRIVE,CASABLANCA,OCR,p-d8ba0dadb
87.0,01-05,Condominium,25,Strata,99 yrs lease commencing from 2001,ROSEWOOD DRIVE,CASABLANCA,OCR,p-912f131f1
104.0,11-15,Condominium,25,Strata,99 yrs lease commencing from 2001,ROSEWOOD DRIVE,CASABLANCA,OCR,p-03a1444d3
110.0,11-15,Condominium,25,Strata,99 yrs lease commencing from 2001,ROSEWOOD DRIVE,CASABLANCA,OCR,p-c549ff193
110.0,16-20,Condominium,25,Strata,99 yrs lease commencing from 2001,ROSEWOOD DRIVE,CASABLANCA,OCR,p-99d6be70c
87.0,06-10,Condominium,25,Strata,99 yrs lease commencing from 2001,ROSEWOOD DRIVE,CASABLANCA,OCR,p-2f3fb0421
84.0,06-10,Condominium,25,Strata,99 yrs lease commencing from 2001,ROSEWOOD DRIVE,CASABLANCA,OCR,p-2afff8cfb
111.0,01-05,Condominium,25,Strata,99 yrs lease commencing from 2001,ROSEWOOD DRIVE,CASABLANCA,OCR,p-273b087a4
103.0,06-10,Condominium,25,Strata,99 yrs lease commencing from 2001,ROSEWOOD DRIVE,CASABLANCA,OCR,p-e09cd23bf
83.0,06-10,Condominium,25,Strata,99 yrs lease commencing from 2001,ROSEWOOD DRIVE,CASABLANCA,OCR,p-516878877
88.0,01-05,Condominium,25,Strata,99 yrs lease commencing from 2001,ROSEWOOD DRIVE,CASABLANCA,OCR,p-85e50fe05
104.0,16-20,Condominium,25,Strata,99 yrs lease commencing from 2001,ROSEWOOD DRIVE,CASABLANCA,OCR,p-0cc696b1b
103.0,11-15,Condominium,25,Strata,99 yrs lease commencing from 2001,ROSEWOOD DRIVE,CASABLANCA,OCR,p-d414cb720
84.0,11-15,Condominium,25,Strata,99 yrs lease commencing from 2001,ROSEWOOD DRIVE,CASABLANCA,OCR,p-13ca6a378
86.0,06-10,Condominium,25,Strata,99 yrs lease commencing from 2001,ROSEWOOD DRIVE,CASABLANCA,OCR,p-240e3d990
123.0,01-05,Condominium,25,Strata,99 yrs lease commencing from 2001,ROSEWOOD DRIVE,CASABLANCA,OCR,p-539d88faa
83.0,11-15,Condominium,25,Strata,99 yrs lease commencing from 2001,ROSEWOOD DRIVE,CASABLANCA,OCR,p-96f1171cd
122.0,01-05,Condominium,25,Strata,99 yrs lease commencing from 2001,ROSEWOOD DRIVE,CASABLANCA,OCR,p-c9109b5ea
86.0,16-20,Condominium,25,Strata,99 yrs lease commencing from 2001,ROSEWOOD DRIVE,CASABLANCA,OCR,p-574ce324e
104.0,01-05,Condominium,25,Strata,99 yrs lease commencing from 2001,ROSEWOOD DRIVE,CASABLANCA,OCR,p-94c445858
134.0,01-05,Condominium,23,Strata,999 yrs lease commencing from 1882,CASHEW ROAD,ESPA,OCR,p-42ce7e31c
101.0,01-05,Condominium,23,Strata,999 yrs lease commencing from 1882,CASHEW ROAD,ESPA,OCR,p-7102e925f
162.0,01-05,Condominium,23,Strata,999 yrs lease commencing from 1882,CASHEW ROAD,ESPA,OCR,p-faee84285
84.0,01-05,Condominium,23,Strata,999 yrs lease commencing from 1882,CASHEW ROAD,ESPA,OCR,p-375a4f3fc
164.0,01-05,Condominium,23,Strata,999 yrs lease commencing from 1882,CASHEW ROAD,ESPA,OCR,p-d285530c5
139.0,01-05,Condominium,23,Strata,999 yrs lease commencing from 1882,CASHEW ROAD,ESPA,OCR,p-63bf53910
126.0,01-05,Condominium,23,Strata,999 yrs lease commencing from 1882,CASHEW ROAD,ESPA,OCR,p-054d03f21
156.0,01-05,Condominium,23,Strata,999 yrs lease commencing from 1882,CASHEW ROAD,ESPA,OCR,p-2cedd76d2
89.0,01-05,Condominium,23,Strata,999 yrs lease commencing from 1882,CASHEW ROAD,ESPA,OCR,p-bf3292239
96.0,01-05,Condominium,23,Strata,999 yrs lease commencing from 1882,CASHEW ROAD,ESPA,OCR,p-90567e0dc
99.0,01-05,Condominium,23,Strata,999 yrs lease commencing from 1882,CASHEW ROAD,ESPA,OCR,p-ddc98e28d
116.0,01-05,Condominium,25,Strata,99 yrs lease commencing from 2008,ROSEWOOD DRIVE,ROSEWOOD SUITES,OCR,p-fc2dde2af
92.0,01-05,Condominium,25,Strata,99 yrs lease commencing from 2008,ROSEWOOD DRIVE,ROSEWOOD SUITES,OCR,p-6a4ef1efb
117.0,01-05,Condominium,25,Strata,99 yrs lease commencing from 2008,ROSEWOOD DRIVE,ROSEWOOD SUITES,OCR,p-d015b659d
180.0,01-05,Condominium,25,Strata,99 yrs lease commencing from 2008,ROSEWOOD DRIVE,ROSEWOOD SUITES,OCR,p-930fdc8de
109.0,01-05,Condominium,25,Strata,99 yrs lease commencing from 2008,ROSEWOOD DRIVE,ROSEWOOD SUITES,OCR,p-1d914b4ea
179.0,01-05,Condominium,25,Strata,99 yrs lease commencing from 2008,ROSEWOOD DRIVE,ROSEWOOD SUITES,OCR,p-f00666145
99.0,01-05,Condominium,25,Strata,99 yrs lease commencing from 2008,ROSEWOOD DRIVE,ROSEWOOD SUITES,OCR,p-5b5d2df65
256.0,01-05,Condominium,25,Strata,99 yrs lease commencing from 2008,ROSEWOOD DRIVE,ROSEWOOD SUITES,OCR,p-9183a0c09
141.0,01-05,Condominium,25,Strata,99 yrs lease commencing from 2008,ROSEWOOD DRIVE,ROSEWOOD SUITES,OCR,p-091102c26
214.0,01-05,Condominium,25,Strata,99 yrs lease commencing from 2008,ROSEWOOD DRIVE,ROSEWOOD SUITES,OCR,p-d157128c5
93.0,01-05,Condominium,25,Strata,99 yrs lease commencing from 2008,ROSEWOOD DRIVE,ROSEWOOD SUITES,OCR,p-db5e289d3
104.0,01-05,Condominium,25,Strata,99 yrs lease commencing from 2008,ROSEWOOD DRIVE,ROSEWOOD SUITES,OCR,p-3f940aa55
144.0,01-05,Condominium,25,Strata,99 yrs lease commencing from 2008,ROSEWOOD DRIVE,ROSEWOOD SUITES,OCR,p-6c8c895dc
184.0,01-05,Condominium,25,Strata,99 yrs lease commencing from 2008,ROSEWOOD DRIVE,ROSEWOOD SUITES,OCR,p-8adce29ca
115.0,01-05,Condominium,25,Strata,99 yrs lease commencing from 2008,ROSEWOOD DRIVE,ROSEWOOD SUITES,OCR,p-d5635bca2
63.0,01-05,Condominium,25,Strata,99 yrs lease commencing from 2008,ROSEWOOD DRIVE,ROSEWOOD SUITES,OCR,p-63e32000d
102.0,01-05,Condominium,25,Strata,99 yrs lease commencing from 2008,ROSEWOOD DRIVE,ROSEWOOD SUITES,OCR,p-99fce73ff
66.0,01-05,Condominium,25,Strata,99 yrs lease commencing from 2008,ROSEWOOD DRIVE,ROSEWOOD SUITES,OCR,p-7b9f5618e
62.0,01-05,Condominium,25,Strata,99 yrs lease commencing from 2008,ROSEWOOD DRIVE,ROSEWOOD SUITES,OCR,p-e2dc36fa5
85.0,01-05,Condominium,25,Strata,99 yrs lease commencing from 2008,ROSEWOOD DRIVE,ROSEWOOD SUITES,OCR,p-95975ee26
158.0,01-05,Condominium,25,Strata,99 yrs lease commencing from 2008,ROSEWOOD DRIVE,ROSEWOOD SUITES,OCR,p-2623de6c6
61.0,01-05,Condominium,25,Strata,99 yrs lease commencing from 2008,ROSEWOOD DRIVE,ROSEWOOD SUITES,OCR,p-d403bc305
64.0,01-05,Condominium,25,Strata,99 yrs lease commencing from 2008,ROSEWOOD DRIVE,ROSEWOOD SUITES,OCR,p-7343dd67c
130.0,01-05,Condominium,25,Strata,99 yrs lease commencing from 2008,ROSEWOOD DRIVE,ROSEWOOD SUITES,OCR,p-f0bf5a416
108.0,01-05,Condominium,25,Strata,99 yrs lease commencing from 2008,ROSEWOOD DRIVE,ROSEWOOD SUITES,OCR,p-ec8f23b63
177.0,01-05,Condominium,25,Strata,99 yrs lease commencing from 2008,ROSEWOOD DRIVE,ROSEWOOD SUITES,OCR,p-23aba8894
190.0,01-05,Condominium,25,Strata,99 yrs lease commencing from 2008,ROSEWOOD DRIVE,ROSEWOOD SUITES,OCR,p-f92d46229
111.0,01-05,Condominium,25,Strata,99 yrs lease commencing from 2008,ROSEWOOD DRIVE,ROSEWOOD SUITES,OCR,p-9acca4aeb
118.0,01-05,Condominium,25,Strata,99 yrs lease commencing from 2008,ROSEWOOD DRIVE,ROSEWOOD SUITES,OCR,p-f4166fa57
112.0,01-05,Condominium,25,Strata,99 yrs lease commencing from 2008,ROSEWOOD DRIVE,ROSEWOOD SUITES,OCR,p-46518bf93
145.0,01-05,Condominium,25,Strata,99 yrs lease commencing from 2008,ROSEWOOD DRIVE,ROSEWOOD SUITES,OCR,p-9c95104de
98.0,01-05,Executive Condominium,23,Strata,99 yrs lease commencing from 2011,SEGAR ROAD,BLOSSOM RESIDENCES,OCR,p-7b23e42ea
90.0,06-10,Executive Condominium,23,Strata,99 yrs lease commencing from 2011,SEGAR ROAD,BLOSSOM RESIDENCES,OCR,p-e0528cdec
132.0,06-10,Executive Condominium,23,Strata,99 yrs lease commencing from 2011,SEGAR ROAD,BLOSSOM RESIDENCES,OCR,p-508972eb2
98.0,16-20,Executive Condominium,23,Strata,99 yrs lease commencing from 2011,SEGAR ROAD,BLOSSOM RESIDENCES,OCR,p-be47b3874
98.0,06-10,Executive Condominium,23,Strata,99 yrs lease commencing from 2011,SEGAR ROAD,BLOSSOM RESIDENCES,OCR,p-66eb1d48b
98.0,11-15,Executive Condominium,23,Strata,99 yrs lease commencing from 2011,SEGAR ROAD,BLOSSOM RESIDENCES,OCR,p-e0a4cede5
70.0,01-05,Executive Condominium,23,Strata,99 yrs lease commencing from 2011,SEGAR ROAD,BLOSSOM RESIDENCES,OCR,p-86bf7c71d
116.0,11-15,Executive Condominium,23,Strata,99 yrs lease commencing from 2011,SEGAR ROAD,BLOSSOM RESIDENCES,OCR,p-2a9cb5a98
70.0,06-10,Executive Condominium,23,Strata,99 yrs lease commencing from 2011,SEGAR ROAD,BLOSSOM RESIDENCES,OCR,p-821894df4
103.0,01-05,Executive Condominium,23,Strata,99 yrs lease commencing from 2011,SEGAR ROAD,BLOSSOM RESIDENCES,OCR,p-3c7ea7a7e
101.0,16-20,Executive Condominium,23,Strata,99 yrs lease commencing from 2011,SEGAR ROAD,BLOSSOM RESIDENCES,OCR,p-68c2d30f7
90.0,11-15,Executive Condominium,23,Strata,99 yrs lease commencing from 2011,SEGAR ROAD,BLOSSOM RESIDENCES,OCR,p-0cc3eea79
101.0,01-05,Executive Condominium,23,Strata,99 yrs lease commencing from 2011,SEGAR ROAD,BLOSSOM RESIDENCES,OCR,p-5426f8920
139.0,11-15,Executive Condominium,23,Strata,99 yrs lease commencing from 2011,SEGAR ROAD,BLOSSOM RESIDENCES,OCR,p-62a67949a
137.0,01-05,Executive Condominium,23,Strata,99 yrs lease commencing from 2011,SEGAR ROAD,BLOSSOM RESIDENCES,OCR,p-310f26fcf
90.0,16-20,Executive Condominium,23,Strata,99 yrs lease commencing from 2011,SEGAR ROAD,BLOSSOM RESIDENCES,OCR,p-70e37436c
155.0,01-05,Executive Condominium,23,Strata,99 yrs lease commencing from 2011,SEGAR ROAD,BLOSSOM RESIDENCES,OCR,p-89831876e
143.0,16-20,Executive Condominium,23,Strata,99 yrs lease commencing from 2011,SEGAR ROAD,BLOSSOM RESIDENCES,OCR,p-3d63f3416
