street,project,district,lat,lng,num_schools_1km,num_supermarkets_500m,num_mrt_stations_500m
BUKIT TIMAH ROAD,RICH MANSIONS,10,1.31734400609436,103.83355760809,8,1,4
THONG SOON GREEN,HEETON PARK,26,1.39884312760123,103.818460429346,0,0,1
BEDOK PLACE,BEDOK GROVE,16,1.32509995423314,103.952658813562,0,0,2
JALAN GRISEK,SENG YONG VILLAS,14,1.32415798243265,103.918089416735,3,0,1
LEITH PARK,LEITH PARK,19,1.3620535018461,103.874244125204,2,0,0
MARSHALL ROAD,MARSHALL LODGE,15,1.30634496810252,103.901143407487,6,5,2
OWEN ROAD,RESIDENTIAL APARTMENTS,8,1.31536753637825,103.851515481897,7,2,3
ONAN ROAD,ONAN COURT,15,1.30902404395959,103.902111559106,6,3,1
WATERLOO STREET,WATERLOO VIEW,7,1.30076378356785,103.852719817474,5,5,13
JALAN JURONG KECHIL,JK BUILDING,21,1.34055585014186,103.774342109131,3,3,1
LORONG SARHAD,CHESTER PARK,5,1.28121740269934,103.787276447216,0,0,2
JAMBOL PLACE,CHELSEA VILLAGE,5,1.27982390925651,103.790247766425,0,1,2
LORONG SARINA,SARINA TERRACE,14,1.31967684779262,103.907731111918,1,1,2
FULTON AVENUE,FULTON HILL,20,1.36176973204572,103.832603672168,1,1,2
HIGHGATE CRESCENT,HIGHGATE PARK,21,1.3399560041596,103.766312091851,2,0,0
FERNHILL ROAD,FERNHILL COTTAGE,10,1.313295093893,103.823252529752,3,0,3
LORONG KILAT,RESIDENTIAL APARTMENTS,21,1.34102600338364,103.773371833903,3,3,1
WALSHE ROAD,CHELSEA GARDENS,10,1.31296540922295,103.827357627803,3,0,2
TELOK KURAU ROAD,ST PATRICK'S ROW,15,1.30799159200549,103.912978304608,6,1,1
LENTOR WALK,MELODY VILLAS,26,1.38873214573131,103.83869988876,2,0,1
NAMLY AVENUE,SHAMROCK PARK,10,1.32853787671927,103.801263575453,10,0,2
LORONG KILAT,SUN COURT,21,1.340855783603,103.77313936698,3,3,1
MARGATE ROAD,MEIER SUITES,15,1.29877526009797,103.888517626802,4,0,2
BALMORAL PARK,RESIDENTIAL APARTMENTS,10,1.31455987673983,103.828545131098,7,0,2
WEST COAST AVENUE,WEST COAST GARDENS,5,1.31515111853303,103.755817935612,4,0,0
PHOENIX AVENUE,PHOENIX HEIGHTS,23,1.37539785701993,103.757960442368,2,0,2
CHEOW KENG ROAD,CHEOW KENG GARDEN,15,1.30742191242496,103.905927539003,7,4,1
JALAN LEMBAH THOMSON,NEW SOO CHOW GARDENS,20,1.35298080822577,103.832985954592,1,2,2
CORONATION ROAD,CORONATION VILLAGE,10,1.32301576012152,103.804215261793,13,0,2
KING'S ROAD,CHARMING GARDEN,10,1.31675234257288,103.803561132419,6,0,2
MEYER ROAD,MEYER PARK,15,1.29783147778951,103.886178949925,3,0,1
ORCHARD BOULEVARD,THE ORCHARD RESIDENCES,9,1.30383691559687,103.831707804361,3,7,4
MOUNT SINAI AVENUE,MOUNT SINAI,10,1.31601051326105,103.780949661024,2,0,1
INGGU ROAD,INGGU 6,27,1.46013925635725,103.839669834412,0,0,0
HOW SUN WALK,BARTLEY VILLAS,19,1.34420596596672,103.878178442455,7,0,4
GREENRIDGE CRESCENT,GREENRIDGE,21,1.33427549802484,103.766316198825,2,0,0
COUNTRYSIDE PLACE,THE COUNTRYSIDE,26,1.38862347052848,103.839715232385,2,0,2
MAYFLOWER AVENUE,MAYFLOWER RESIDENCES,20,1.37002543874443,103.84051981139,5,3,1
POH HUAT DRIVE,PARRYVILLE,19,1.36606264676117,103.881675265265,2,0,1
CAVENAGH ROAD,CAVENAGH COURT,9,1.30990860733718,103.843150652659,11,0,4
ST. THOMAS WALK,ST THOMAS SUITES,9,1.29793589010719,103.836437562021,5,3,4
CHEE HOON AVENUE,CAPITOL PARK,11,1.32676158270884,103.814305706556,5,2,3
FARRER ROAD,WATERFALL GARDENS,10,1.31215774486282,103.804615563914,0,0,2
NIM ROAD,NIM GARDENS,28,1.38143238111123,103.863043130131,0,0,0
BARTLEY ROAD,RESIDENTIAL APARTMENTS,19,1.33915146964137,103.900803142219,0,0,1
MOUNT SINAI RISE,VILLAGE TOWER,10,1.31501745994075,103.777799437784,2,0,1
FARRER DRIVE,SOMMERVILLE GRANDEUR,10,1.31596321010011,103.806749637153,3,0,1
AKYAB ROAD,ONE AKYAB,11,1.32272793298026,103.847658788312,5,4,1
SERAYA LANE,SERAYA COURT,15,1.30650809346919,103.899787099891,7,2,2
SIXTH CRESCENT,GARLICK VILLE,10,1.32526650060819,103.792545289851,4,0,1
MUGLISTON PARK,MUGLISTON HILL,28,1.38491111260439,103.878034390208,2,1,0
KEW CRESCENT,KEW RESIDENCIA,16,1.3184597795753,103.948483013741,2,0,4
BALMORAL ROAD,BALMORAL 8,10,1.31451692746075,103.832206862263,7,1,4
SUNBIRD CIRCLE,APOLLO GARDENS,16,1.33816700907683,103.957911962318,3,0,4
NASSIM ROAD,NASSIM JADE,10,1.30663349872782,103.825944954631,0,4,4
HOLLAND ROAD,THE HOLLAND COLLECTION,10,1.30888091521005,103.807669378659,0,0,1
LORONG KILAT,KILAT 19,21,1.34084242760303,103.773637999482,3,3,1
BUKIT TIMAH ROAD,FERRELL RESIDENCES,10,1.3176992370965,103.832340224879,8,1,4
TAI HWAN AVENUE,TAI HWAN GARDEN,19,1.35641027088765,103.861383815965,5,0,1
JALAN MAT JAMBOL,SPRINGWOOD,5,1.28004981255227,103.791212119976,0,1,1
SOO CHOW DRIVE,SOO CHOW GARDEN,20,1.35410942601837,103.830664040664,1,1,1
MUGLISTON PARK,MUGLISTON PARK,28,1.385779645821,103.878877907288,2,0,0
ISLAND GARDENS WALK,ISLAND GARDENS,20,1.36191243087045,103.828998901999,1,0,2
SENNETT AVENUE,EAST COAST HILL,16,1.31693438236998,103.935361888398,1,1,3
CHIN TERRACE,TOH ESTATE,17,1.36394627580012,103.974224410075,0,0,0
BALESTIER ROAD,EASTPAC BUILDING,12,1.32683327677098,103.843349169664,9,3,3
CRANE ROAD,RESIDENTIAL APARTMENTS,15,1.31251589201217,103.899013307424,6,6,3
THOMSON LANE,SKY@ELEVEN,11,1.33126770998936,103.840604012189,11,0,4
JALAN TARI PAYONG,THE MORNING DEW,28,1.39793268410879,103.87172284174,1,0,0
ELLINGTON SQUARE,WELLINGTON PARK,20,1.37169767607082,103.833467249002,3,3,2
HILLSIDE DRIVE,FORTUNA HILL,19,1.35896048029597,103.876469767607,3,0,1
TEMBELING ROAD,RESIDENTIAL APARTMENTS,15,1.31058585529316,103.902764178,6,2,1
HOLT ROAD,SEVEN HOLT ROAD,10,1.29423111118019,103.825834609771,1,3,3
GILSTEAD ROAD,MORIMASA GARDENS,11,1.31608941426119,103.838579797187,10,1,3
GREENDALE AVENUE,GREENDALE COURT,11,1.33161136384317,103.807217945824,10,1,1
COVE DRIVE,MARINA COLLECTION,4,1.24297424636053,103.839164641252,0,1,0
MEYER ROAD,MEYERHOUSE,15,1.2983271637053,103.893447598793,2,0,2
UPPER BUKIT TIMAH ROAD,BEAUTY WORLD CENTRE,21,1.34241264188642,103.776539385406,1,3,1
BALESTIER ROAD,ROCCA BALESTIER,12,1.32129563232502,103.852526109528,6,2,1
CHUAN DRIVE,CHUAN LOFT,19,1.36167031616008,103.866449945843,4,1,0
GERALD CRESCENT,GERALD GARDENS,28,1.38683323774533,103.87599898831,1,1,0
CHWEE CHIAN VIEW,CHWEE CHIAN VIEW,5,1.27981505131498,103.788181557692,0,0,2
GOODLINK PARK,GOODLINK PARK,27,1.42671476750559,103.825480666819,1,0,0
BALESTIER ROAD,PUBLIC MANSION,12,1.32640299982338,103.848659877472,1,2,2
SIGLAP DRIVE,BOWMONT CENTRE,15,1.31565625391676,103.919245736107,5,0,1
SIXTH AVENUE,DYNASTY LODGE,10,1.32382429426695,103.792406589576,3,0,1
ST. THOMAS WALK,GRANGE HEIGHTS,9,1.29787108350456,103.835056333202,5,3,4
YIO CHU KANG GARDENS,CHIP THYE GARDEN,20,1.38104718431379,103.836494596458,6,0,2
THONG SOON GREEN,HEETON CLASSIC,26,1.39869759652283,103.81889642906,0,0,1
SARACA TERRACE,SARACA VILLAS,28,1.38575387376732,103.858831809799,0,0,0
FIDELIO STREET,CASA FIDELIO,15,1.31984435297307,103.921874392569,3,2,0
JOO CHIAT ROAD,D' MARINE,15,1.30504331735643,103.906094265269,6,7,1
CLAYMORE ROAD,THE TATE RESIDENCES,9,1.30797486539571,103.830325471683,0,6,4
CACTUS CRESCENT,SELETAR GARDEN,28,1.39192992015156,103.851637514115,0,0,0
EASTWOOD PLACE,HOMES AT EASTWOOD PLACE,16,1.32202629248183,103.956575996516,0,1,1
SALAM WALK,KEW PLACE,16,1.3208937882175,103.951446448517,2,1,3
ENG KONG DRIVE,SAVOY PARK,21,1.33339363825447,103.768681906811,3,0,0
STRATTON DRIVE,STRATTON GREEN,28,1.38248193412919,103.86467344503,0,0,0
TUA KONG TERRACE,EASTWOOD GARDENS,15,1.31747933544782,103.925386369261,3,0,2
PASIR PANJANG ROAD,WEST PARK REGENCY,5,1.29005197836567,103.776629475669,0,0,1
CAIRNHILL RISE,ALBA,9,1.30741535240087,103.83971731014,6,0,5
ROBIN ROAD,ONE ROBIN,10,1.31891775628596,103.828701817349,8,1,2
KOON SENG ROAD,HERITAGE 9,15,1.31136280814841,103.903759277304,7,2,2
ALLAMANDA GROVE,ALLAMANDA GROVE,10,1.32280259665757,103.79383582545,5,0,1
JALAN LOYANG BESAR,LOYANG COURT,17,1.3783716505621,103.959581718084,3,0,0
TAN KIM CHENG ROAD,LUTHERAN TOWERS,10,1.32179079194777,103.812522188467,6,4,4
OCEAN DRIVE,THE COAST AT SENTOSA COVE,4,1.24678687668364,103.844402093991,0,0,0
LORONG CHUAN,GOLDEN CHUAN VILLE,19,1.36084765659925,103.868371826333,4,0,0
JALAN LOYANG BESAR,LOYANG GREEN,17,1.37947386018816,103.963429286002,1,0,0
NASSIM HILL,THE NASSIM,10,1.30713480971069,103.822118776986,0,2,2
EASTWOOD GREEN,EASTWOOD GREEN TERRACES,16,1.32245435106313,103.955368112327,0,1,2
CHOA CHU KANG AVENUE 1,COMFORT GARDEN,23,1.37663383216919,103.743988728791,5,2,1
EASTWOOD PLACE,EASTWOOD PARK,16,1.32210539538143,103.95626832017,0,1,2
JALAN GREJA,BEDOK PESARI,16,1.32370166928769,103.954619802562,0,1,3
EASTWOOD WALK,EASTWOOD WALK GARDENS,16,1.32302186476382,103.957117940473,0,1,1
ASHWOOD GROVE,WOODGROVE ESTATE,25,1.42847134631471,103.775902193843,3,2,1
CHOA CHU KANG ROAD,NICON GARDENS,23,1.37794304958658,103.758276899347,4,2,1
PINEWOOD GROVE,PINEWOOD TERRACE,25,1.4286652355572,103.779967674437,6,1,1
JALAN LOYANG BESAR,LOYANG TOWNHOUSES,17,1.37949806579658,103.96427192174,1,0,0
CASHEW ROAD,CASHEW GREEN,23,1.37252700213704,103.769870054242,5,0,1
NEWTON ROAD,NEWTON IMPERIAL,11,1.3153487379872,103.84144796992,10,2,3
SIMS AVENUE,RESIDENTIAL APARTMENTS,14,1.32054006985622,103.911812871891,2,2,2
BEGONIA DRIVE,FANTA GARDEN,28,1.38757752356947,103.863804004966,0,0,0
EASTWOOD TERRACE,EASTWOOD VILLE,16,1.32116163168145,103.956380746556,0,1,2
LORONG LEW LIAN,BOON GARDENS,19,1.34994920085075,103.878067304038,9,1,3
MENG SUAN ROAD,MANDAI GARDEN,26,1.40242331222037,103.813925698667,0,0,1
CHESTNUT GARDENS,CHESTNUT GARDENS,23,1.36905208736507,103.768828339285,4,0,2
TOH YI ROAD,KISMIS COURT,21,1.33781826306472,103.77051775048,3,1,1
SOMMERVILLE WALK,FORTUNE VIEW,13,1.34602611771769,103.870336277691,6,0,4
TEMBELING ROAD,KATONG GARDENS,15,1.30875505812227,103.905636959211,7,5,1
HOLLAND ROAD,HOLLAND COURT,10,1.31330761763,103.798039271294,0,3,1
DAIRY FARM ROAD,DAIRY FARM ESTATE,23,1.36475888333025,103.773547196813,3,0,1
JALAN LIMAU BALI,RESIDENCES @ LIMAU,16,1.32276950489703,103.948092326092,2,0,2
LORONG MARZUKI,SERENITY TERRACE,14,1.31962918361491,103.909631213531,2,2,2
MENG SUAN ROAD,HUIT,26,1.40270907586853,103.814166010311,0,0,1
YUAN CHING ROAD,LAKESIDE TOWER,22,1.33728050799228,103.725473335024,2,0,2
EMERALD HILL ROAD,111 EMERALD HILL,9,1.30505900921312,103.83923580687,6,2,5
NALLUR ROAD,HUA XIN COURT,15,1.3115188598209,103.933086390764,2,0,1
CLAYMORE DRIVE,ORCHARD TOWERS,9,1.30758079522771,103.829476735628,0,6,3
JALAN LIMAU KASTURI,GREEN PARK,16,1.3243694166217,103.945717833694,4,1,2
PASIR PANJANG ROAD,BAROSSA GARDENS,5,1.28089264727621,103.783859936983,0,0,2
WEST COAST WALK,WESTPEAK TERRACE,5,1.30905657716796,103.761302255183,5,2,1
JALAN SIMPANG BEDOK,CANARY PARK,16,1.33256724071152,103.945935283321,4,2,1
GROVE AVENUE,HENRY PARK,10,1.31341084014093,103.78532538516,1,2,4
LORONG MELAYU,MALAYSIA PARK,14,1.32340585000862,103.910023390345,3,2,2
JALAN KUPANG,SPRING PARK ESTATE,16,1.31533256536357,103.936275938681,1,0,2
JALAN AMPANG,ASTRIDVILLE,10,1.32132721333878,103.794116618836,4,0,0
YUK TONG AVENUE,CHUN TIN COURT,21,1.34207747272696,103.774748014932,1,3,1
POH HUAT CRESCENT,POH HUAT GARDENS,19,1.36697961260172,103.881171916817,3,0,1
MAYFLOWER AVENUE,MAYFLOWER GARDENS,20,1.37328119824041,103.838341308399,5,1,1
NAPIER ROAD,8 NAPIER,10,1.30691037082483,103.820682699525,0,2,2
CAIRNHILL CIRCLE,THE PROMONT,9,1.30770642748752,103.837966131924,5,1,5
LEONIE HILL ROAD,LEONIE PARC VIEW,9,1.29898398400724,103.834268439755,5,3,4
MEI HWAN CRESCENT,GOLDEN HILL ESTATE,20,1.35430472496401,103.860772211756,7,0,1
CHENG SOON CRESCENT,CHENG SOON GARDEN,21,1.33611169321315,103.771991458107,3,1,1
CHUAN DRIVE,8 ON CHUAN,19,1.36147129123867,103.866078264592,4,1,0
CHUAN TERRACE,CHUAN TERRACE,19,1.33997949010341,103.890296839852,0,1,1
BUKIT TIMAH ROAD,JAYA TOWER,10,1.32010701731526,103.82397812475,4,1,3
ARDMORE PARK,ARDMORE II,10,1.309801785805,103.827540183798,0,2,3
CLEMENTI ROAD,ROSEDALE,21,1.32990047852835,103.777363979785,1,0,1
LORONG ONG LYE,VILLA PONDER ROSA,19,1.34848010134192,103.879319705502,8,1,3
JALAN RENGKAM,TAI PENG GARDENS,19,1.36264894007541,103.88853861462,3,0,1
LENTOR LANE,LENTOR VIEW,26,1.38856798359404,103.836142152709,1,0,1
HAZEL PARK TERRACE,HAZEL PARK TERRACE,23,1.37194467499453,103.764951864708,5,0,2
CUSCADEN WALK,THE BOULEVARD RESIDENCE,10,1.30392778337539,103.828770248549,0,4,3
CASHEW ROAD,CASHEW ESTATE,23,1.37167890383275,103.767156094149,5,0,1
CAIRNHILL ROAD,CAIRNHILL CONSERVATION AREA,9,1.30315765162828,103.837978329965,6,4,4
MOUNT ROSIE ROAD,ROSIE VIEW,11,1.32240506670348,103.835849534847,8,0,3
JANSEN ROAD,RESIDENTIAL APARTMENTS,19,1.35989801289876,103.876938309549,3,0,1
LORONG 8 GEYLANG,WING FONG BUILDING,14,1.30901790619968,103.877268151182,0,2,3
HILLVIEW CRESCENT,HILLVIEW VILLAS,23,1.35313056168906,103.759644880367,3,0,0
CORONATION ROAD,KING'S LODGE,10,1.32221527548759,103.809483738668,8,3,4
JANSEN ROAD,LEGEND @ JANSEN,19,1.36118084812464,103.875532443542,2,0,0
TOH YI DRIVE,TOH YI COURT,21,1.33655402427111,103.771959033121,3,1,1
HOLT ROAD,HOLT RESIDENCES,10,1.29404275502161,103.826067811629,1,3,3
LLOYD ROAD,THE BOTANIC ON LLOYD,9,1.29689177042354,103.839840675332,5,2,6
CHANCERY LANE,VILLA CHANCERY,11,1.32356073869496,103.838750321504,6,0,2
MIMOSA VALE,MIMOSA VALE,28,1.38289565248822,103.860231120819,0,0,0
JALAN LEMBAH THOMSON,THOMSON RIDGE ESTATE,20,1.35247833773109,103.832370536952,1,2,2
YEW SIANG ROAD,FLYNN PARK,5,1.27712469463822,103.792551001341,0,1,1
SEMBAWANG ROAD,HONG HENG GARDEN,26,1.40401019766297,103.817509968397,0,0,1
EVERGREEN AVENUE,EVERGREEN GARDEN,16,1.314912182543,103.935388869685,1,0,2
MARINE PARADE,MARINE VIEW MANSIONS,15,1.30378097367831,103.905465982943,6,6,1
JALAN PACHELI,SERANGOON GARDEN PARK,19,1.35547718528101,103.862208900064,6,0,1
BEDOK GARDEN,PROSPER GARDENS,16,1.32341055662134,103.953243176934,0,1,3
COVE DRIVE,TURQUOISE,4,1.24296399581113,103.837106213588,0,0,0
JERVOIS LANE,CLYDESVIEW,3,1.2940922282272,103.818107585883,2,0,1
MINBU ROAD,MANDALAY MANSION,11,1.3238494392232,103.849267497709,6,2,2
SHELFORD ROAD,18 SHELFORD,11,1.32731952558617,103.812831770778,7,0,3
LORONG KILAT,KILAT COURT,21,1.34082770311651,103.774215677961,3,3,1
JALAN RAJAH,RAJAH TOWERS,12,1.32789367308777,103.851460023458,1,1,1
LANGE ROAD,LANGE 28,19,1.35899615407523,103.877129263631,3,0,1
LORONG G TELOK KURAU,LI TONG GARDENS,15,1.31813293949819,103.912952740255,1,0,1
LANTANA AVENUE,LUCKY PARK,10,1.32913497694276,103.794144028289,6,1,1
THOMSON ROAD,THE THOMSON DUPLEX,11,1.32407439907988,103.841021984837,15,2,2
LILAC DRIVE,LILAC PARK,28,1.38205333331051,103.861792257461,0,0,0
CAIRNHILL ROAD,URBAN RESORT CONDOMINIUM,9,1.30422334935226,103.837713806599,6,4,5
PECK HAY ROAD,CITYVISTA RESIDENCES,9,1.30914345592949,103.83757966118,5,1,4
LENTOR STREET,LENTOR VILLAS,26,1.38793668099516,103.833971572656,1,0,1
JALAN DEMAK,EAST VIEW GARDEN,16,1.34502011980928,103.960564648875,2,1,2
CHARLTON LANE,FOH PIN GARDEN,19,1.35573626571522,103.881797609171,7,2,1
BEECHWOOD GROVE,BEECHWOOD TERRACE,25,1.42689596828389,103.778167512603,3,1,1
HOLLAND PARK,HOLLANDSWOOD COURT,10,1.31000249820802,103.803634650035,0,0,2
JALAN MASJID,RESIDENTIAL APARTMENTS,14,1.31983134095207,103.912406876927,1,2,1
CAIRNHILL ROAD,THE EDGE ON CAIRNHILL,9,1.30883087550059,103.837130247196,5,1,5
SIGLAP GARDENS,SIGLAP GARDEN,15,1.31144225008403,103.924936697315,6,2,1
LORONG 16 GEYLANG,RESIDENTIAL APARTMENTS,14,1.31135494756573,103.879890385572,3,3,3
DALVEY ESTATE,DALVEY COURT,10,1.32102569890443,103.822172846509,4,0,4
TANJONG RHU ROAD,THE WATERSIDE,15,1.29667456790547,103.884526110892,2,0,1
CAVENAGH ROAD,TOWNHOUSE APARTMENTS,9,1.30924339094276,103.84261059819,7,0,4
SELETAR TERRACE,BELGRAVIA PARK,28,1.38125247805632,103.868309426891,0,0,0
SHELFORD ROAD,SHELFORD VILLAS,11,1.32746244374854,103.811146600687,7,2,3
SARACA DRIVE,SARACA GARDENS,28,1.38616270360036,103.858874407205,0,0,0
CACTUS ROAD,CACTUS BLOOM,28,1.39162165385772,103.851276293255,0,0,0
HOLLAND GROVE VIEW,HOLLAND GROVE,10,1.31270496152836,103.78147806298,3,0,1
EATON WALK,EATON PARK,28,1.38809976453178,103.877423216234,1,2,0
BURGUNDY RISE,BURGUNDY HILL,23,1.33876591833556,103.760659311054,4,0,0
DYSON ROAD,DYSON RITZ,11,1.32559565969996,103.839839642041,13,1,2
CHARLTON ROAD,CHARLTON GARDEN,19,1.35378155879677,103.881761122117,5,2,1
SPRINGLEAF CRESCENT,SPRINGLEAF GREEN,26,1.40037109286611,103.824990452586,0,0,1
ORANGE GROVE ROAD,THE ORANGE GROVE,10,1.30868571356691,103.828049955089,0,2,3
GRANGE ROAD,CLIVEDEN AT GRANGE,10,1.2994464420761,103.826792238545,0,0,4
JALAN SOO BEE,SIMEI GARDEN,16,1.33666077211084,103.951591017439,2,0,1
JALAN BUMBONG,PINE VILLAS,25,1.41412813391774,103.758458585211,0,0,0
COVE WAY,SEASCAPE,4,1.23978494620582,103.83727712151,0,0,0
GRACE PARK,GRACE PARK,19,1.35763155144852,103.868981842785,4,1,2
JALAN RINDU,CLASSICAL TERRACE,19,1.34479043219016,103.877258088204,4,0,4
JALAN HWI YOH,SERANGOON GARDEN VIEW,19,1.36357531704991,103.873271777437,2,0,0
RACE COURSE ROAD,RESIDENTIAL APARTMENTS,8,1.31168533425226,103.852993380981,3,5,5
NASSIM ROAD,BEAUFORT ON NASSIM,10,1.30856935497057,103.824738483864,0,3,4
IQBAL AVENUE,TEACHERS' HOUSING ESTATE,26,1.37991468421354,103.829752905023,2,0,1
KISMIS PLACE,GOLDEN RISE ESTATE,21,1.33628069537978,103.765508410496,2,0,0
GERALD CRESCENT,GREEN SPRINGS,28,1.38668619882803,103.876693235316,1,0,0
BUCKLEY ROAD,THREE BUCKLEY,11,1.31701521407942,103.839874378926,10,3,3
SIMON PLACE,SOVEREIGN @ SIMON,19,1.36540541023012,103.883198431458,2,0,1
BEACH ROAD,GOLDEN MILE COMPLEX,7,1.3027512163519,103.865163649543,2,1,3
GENTLE DRIVE,GENTLE VILLAS,11,1.31967949927971,103.841283116541,8,5,3
ALMOND AVENUE,MICHAELS' RESIDENCES,23,1.37128183000949,103.773328845452,4,0,0
MAYFLOWER CRESCENT,MAYFLOWER VILLE,20,1.37250010531178,103.839963251759,5,2,1
CONWAY CIRCLE,GARDEN VIEW ESTATE,19,1.35943633975739,103.865234755298,4,0,1
LIMAU GARDEN,KEW GATE,16,1.32165433449682,103.94926828053,2,0,3
WOO MON CHEW ROAD,SIGLAP PARK,15,1.31474773009184,103.929502058544,4,0,1
SIXTH AVENUE,GARLICK PARK,10,1.32790363156125,103.793397825787,5,1,1
MOUNT SINAI RISE,LEIGHWOODS,10,1.31503287559433,103.777257042068,2,0,1
GRANGE ROAD,GRANGE INFINITE,9,1.29942281142325,103.834776774582,5,4,4
HINDHEDE PLACE,THE MONDRIAN,21,1.34594270390599,103.775853888425,1,2,1
VICTORIA PARK GROVE,VICTORIA PARK VILLAS,10,1.3214738157741,103.801805431443,11,0,2
LIMAU GARDEN,RICHMOND VILLE,16,1.32162631067022,103.950091311829,2,0,3
STRATTON DRIVE,STRATTON PARK,28,1.38104672286902,103.867095378388,0,0,0
GREENWOOD WALK,GREENWOOD VILLAS,11,1.33401027025776,103.805462164531,6,1,1
THOMSON HEIGHTS,HAPPY ESTATE,20,1.37681626395504,103.831763648658,2,1,1
ENG KONG ROAD,CARMINE COLLECTION,21,1.33589130563127,103.767884611364,3,0,0
HOW SUN DRIVE,LUSHAN GARDEN,19,1.3443517442781,103.878826112103,5,0,3
JALAN MAT JAMBOL,BREEZEWAYS,5,1.27870866888886,103.792118994887,0,1,1
SWANAGE ROAD,DUNMAN GARDEN,15,1.30888858674328,103.893510027566,9,0,2
MEYER ROAD,HAWAII TOWER,15,1.29680380852127,103.889925944761,4,0,2
KEW DRIVE,KEW GROVE,16,1.32016546417882,103.952301587967,2,1,2
NATHAN ROAD,REGENCY PARK,10,1.29676382657394,103.82541109754,1,2,3
LORONG 29 GEYLANG,RESIDENTIAL APARTMENTS,14,1.31475505230476,103.885823745225,5,4,4
RACE COURSE ROAD,RACE COURSE BUILDING,8,1.31168533425226,103.852993380981,3,5,5
OLD UPPER THOMSON ROAD,ISLAND COUNTRY VILLAS,20,1.3752667219996,103.826652214663,1,2,0
JERVOIS ROAD,JERVOIS VILLE,10,1.29494315463139,103.821243025781,1,0,2
FLORISSA PARK,FLORISSA PARK,26,1.38707633420237,103.83557842454,1,0,1
CUSCADEN WALK,FOUR SEASONS PARK,10,1.30325877748306,103.828469246045,0,4,3
BALMORAL CRESCENT,THE TWINS,10,1.31474675523302,103.834590248987,7,1,2
GOLDHILL AVENUE,GOLDHILL GARDENS,11,1.31944548375298,103.831610584414,8,1,3
PASIR PANJANG DRIVE,EALINE PARK,5,1.29206977583825,103.770697277565,0,0,0
JALAN KASAU,NORTHILL,25,1.4177456405071,103.758644904381,0,0,1
LADY HILL ROAD,THE LADYHILL,10,1.31043767328056,103.825040084753,0,0,3
EAST COAST AVENUE,CAYMAN RESIDENCES,15,1.30923142013502,103.921715870218,6,1,2
HARVEY AVENUE,HARVEY RESIDENCES,16,1.3391591930315,103.953785383366,2,3,2
LENTOR GREEN,PRESIDENT GARDENS,26,1.38678263167616,103.837192720397,2,0,1
ELIAS ROAD,PASIR RIS BEACH PARK,18,1.38077681373622,103.946289550902,3,0,1
CAIRNHILL ROAD,CAIRNHILL PLAZA,9,1.30616222501617,103.836994537802,5,4,5
LORONG STANGEE,RESIDENCES @ STANGEE,15,1.30872266193467,103.90702821014,6,4,2
JALAN BANGAU,D' KENARIS,28,1.38471061207564,103.871938744192,1,1,0
SURIN AVENUE,SURIN GROVE,19,1.35548748656755,103.881953405404,7,2,1
LEONIE HILL,HORIZON TOWERS,9,1.29829067681172,103.833377647901,5,2,4
UNIVERSITY WALK,UNIVERSITY PARK,11,1.32394311048015,103.817249533639,1,3,2
GREEN LANE,SIGNATURE RESIDENCE,15,1.31107092788673,103.892415269833,7,1,3
NORFOLK ROAD,KING'S COURT,8,1.3146418436756,103.846342585739,7,3,6
ELITE TERRACE,ELITE COURT,15,1.31652011210009,103.925445149564,5,2,2
CHEMPAKA KUNING LINK,THE SPRINGFIELD,16,1.33291541288941,103.948948886006,6,2,1
OCEAN DRIVE,THE VILLAS @ SENTOSA COVE,4,1.25221149686401,103.845330154013,0,0,0
KING'S ROAD,KINGSVILLE,10,1.32041167747924,103.807382652931,10,1,4
PASIR PANJANG HILL,VENTANA VILLAS,5,1.28191631054644,103.785193046527,0,0,2
PASIR PANJANG ROAD,GRYPHON TERRACE,5,1.29063353352349,103.776535477463,0,0,1
MINBU ROAD,MINBU VILLA,11,1.32578698013765,103.848059253669,5,2,2
WESTLAKE AVENUE,WESTLAKE GARDENS,20,1.3456263177583,103.836932603376,12,0,3
TANAH MERAH BESAR LANE,TANAH MERAH PARK,17,1.35975937201861,103.975852114547,0,0,0
CUSCADEN ROAD,THE TOMLINSON,10,1.30441566746192,103.826079916568,0,4,4
SOPHIA ROAD,PEACE CENTRE/MANSIONS,9,1.30107053775781,103.849176263468,4,4,12
THONG SOON GREEN,HEETON CLASS,26,1.39869759652283,103.81889642906,0,0,1
WOODSVILLE CLOSE,RESIDENTIAL APARTMENTS,13,1.32975181175914,103.867968824758,6,3,1
BUKIT TIMAH ROAD,BALMORAL PLAZA,10,1.31643963008359,103.835487584433,8,1,2
WOOLLERTON PARK,WOOLLERTON PARK,10,1.3174065919211,103.809095979943,6,0,4
LIMAU WALK,KEW COTTAGES,16,1.32293487474472,103.950526402796,2,0,3
FLORENCE ROAD,FLORENCE TERRACE,19,1.36386073013807,103.885680380515,4,0,1
GREENLEAF AVENUE,BAN GUAN PARK,10,1.32395590469698,103.786357350111,1,0,0
UPPER BUKIT TIMAH VIEW,RIDGEVALE GARDENS,21,1.3474206879453,103.770444163405,0,0,1
WOLSKEL ROAD,WOLSKEL LODGE,13,1.34648894846236,103.868291213919,4,0,4
CLEMENTI CRESCENT,CLEMENTI GREEN,21,1.32436000296432,103.773252372796,0,1,0
